asset_id,subject,age_days,bf_tone,spont,threshold,token,n_reps,rate,ceiling,alpha,period_bins,n_fit,r_pred,strf_bf_hz,peak_lag_ms,onset_lag_ms,bw_octaves,peak,min_post,inhib_ratio,acausal_ratio,peak_lag_corr_ms,r_norm,bf_error_oct
dbce79be-ad6e-4bbd-856e-dba01568f626,G160504,213,8511.0,20.0,23.829179978337613,NOISE_NOISE_1,50,156.4068945397308,0.8880648689141213,10.0,1181,1880,0.14273948579581533,2334.335816705621,3.01056,0.0,0.0,0.6701522719778963,-0.3087522150415902,0.46071949309421095,0.42236062163899857,1.35168,0.16073092269751602,-1.8663165297716555
82e4b704-8553-4787-9831-96eef0aa0abe,G160504,213,1528.0,73.75,27.806066892272984,NOISE_NOISE_1,60,151.9297463001158,0.7248286370405536,3.0,1181,1880,0.1259923328155779,5553.727686823738,13.04576,12.04224,0.0,0.41922548522397307,-0.29463516315311306,0.702808329974746,0.9613251331842866,12.32896,0.17382361344055,1.8618118965666084
35ee8c71-0add-4fb8-9cab-723c77b1b827,G160504,213,6504.0,0.0,32.23958969695349,NOISE_NOISE_1,60,84.17180036908381,0.8216193061445132,1.0,1181,1880,0.33576440863414,6115.17886617632,6.02112,6.02112,0.1389382575976116,1.765897573405742,-0.33258879408911407,0.18833979903357434,0.09899428539551133,5.38624,0.4086617806119115,-0.08893255987506023
c66b11b3-25a5-4847-9a4d-0d634571f855,G160504,213,1342.0,52.5,18.85019023997855,NOISE_NOISE_1,60,124.42903108716892,0.9027967106268825,3.0,1181,1880,0.27061698150096075,1442.2495703074092,4.01408,4.01408,0.5557530303904444,0.8754662445452046,-0.5182629862385736,0.5919851158942235,0.2804439090916854,1.4540799999999998,0.29975406236587876,0.10393616203562292
2d6e3650-d556-4114-bc8e-2e87a01414f2,G160504,213,2341.0,65.0,15.507315328778821,NOISE_NOISE_1,60,168.5732886904762,0.7010417915704567,1.0,1181,1880,0.3338546792108628,2334.335816705621,5.0176,5.0176,0.13893825759761017,1.3514123761805477,-0.6526961109954286,0.48297331184735937,0.19828956698239064,3.35872,0.4762265006526497,-0.0041128128881530645
48b36eb2-55e7-4708-b9fd-3ed215a574ab,G160504,213,4341.0,40.0,,NOISE_NOISE_1,60,156.01112452959907,0.569054179355745,0.3,1181,1880,0.12576577548933401,4160.167646103809,6.02112,5.0176,0.13893825759761017,0.7255006233498984,-0.7112222611154838,0.9803192970827699,0.36893592709237755,5.07904,0.22100843830322064,-0.061385755443356116
c54f78eb-86f8-4a49-898b-6f6520442cc1,G160504,213,2950.0,82.5,15.29947100056529,NOISE_NOISE_1,60,114.93231767441019,0.4845537977432163,0.1,1181,1880,0.10173021694336229,3116.2843804441263,5.0176,5.0176,0.2778765151952223,0.4951670874515538,-0.14412350036389124,0.29106033905775697,0.22278952004358396,3.76832,0.20994617608440055,0.07911193988012599
cca895f2-9bef-4488-8951-c9c787969acb,G160504,213,6550.0,25.0,17.204550779682776,NOISE_NOISE_1,60,158.79388241333766,0.6536245475503875,3.0,1181,1880,0.180634256246909,6733.389657193753,6.02112,6.02112,0.1389382575976116,1.4969200042009794,-0.8949767948849087,0.5978788394658578,0.1628630935256455,5.44768,0.27635782181663554,0.03983804848540428
e0ba8705-9703-4a5d-955c-8739de59b34d,G160504,213,4083.0,73.33333333333333,18.75094747774481,NOISE_NOISE_1,60,169.91607979628026,0.5852362445617778,1.0,1181,1880,0.2057354648077325,4160.167646103809,5.0176,5.0176,0.13893825759761044,0.7096683626059536,-0.6613458815358494,0.9319083622487263,0.21476988493643817,4.07552,0.35154258937223937,0.02701209958437395
b51bb274-4fb0-4fd7-8e51-495b31e0085f,G160504,213,5318.0,6.666666666666667,26.017774859413407,NOISE_NOISE_1,60,177.8844849109857,0.8209210204801041,1.0,1181,1880,0.3267268964873397,5553.727686823738,6.02112,5.0176,0.27787651519522066,1.6166934257947816,-0.4527003694714824,0.2800162122567738,0.17968716722448233,5.30432,0.39800040239712475,0.06257266274468952
