unit,area,mean_rate,b0,mod_depth,pd_rad,pd_deg,r2,p,tuned
0,PMd,3.1337690631808277,3.486366302968355,4.264760337912275,-1.9348955754933708,249.1386497256933,0.18205771271471904,0.0,True
1,PMd,3.5137254901960784,3.3082230356532683,3.629080021404212,1.3986490165074654,80.13668566600117,0.2407621106430865,0.0,True
2,PMd,2.6248366013071895,2.3719491144772733,2.143536487758528,0.8965615002604181,51.369190038839214,0.1556147611132368,0.0,True
3,PMd,0.4496732026143791,0.39957751192134955,0.7029888826189274,-0.8785737176934632,309.6614339850463,0.10127615325236106,0.0,True
4,PMd,3.410893246187364,3.106583596130085,3.4380862402058163,-0.7460205944523299,317.2561685080407,0.2572197317457461,0.0,True
5,PMd,0.6431372549019608,0.6126253079284496,0.5282390330437332,-0.9760373297361533,304.07718035889974,0.0424249601669997,0.0,True
6,PMd,1.4640522875816993,1.2668258503554355,1.5544373117633457,-0.3844685982170335,337.971571966853,0.09919354078369369,0.0,True
7,PMd,3.7577342047930284,3.7024991859794514,2.3961179213118293,-1.212127588917823,290.5502049236403,0.13700630719323303,0.0,True
8,PMd,5.009150326797386,4.625444259181716,2.6820891679532384,-0.15294489138777717,351.2369032253936,0.12250721562215316,0.0,True
9,PMd,0.09760348583877995,0.09984125880039571,0.11839515043088285,-1.4874463968835558,274.77559920663106,0.013827405401054316,0.0,True
10,PMd,0.10980392156862745,0.12468851977845223,0.09824643116286748,-3.0684066223228044,184.19325071091095,0.009061526623410532,0.0,True
11,PMd,1.2915032679738563,1.3786791638586997,0.6914469854949598,2.7477826307952573,157.43634776392236,0.024670179984297547,0.0,True
12,PMd,0.906318082788671,0.8976961614061266,0.18657343146761363,1.471010538309705,84.2826954644134,0.004090271634059839,0.006,True
13,PMd,17.715032679738563,17.578819472274663,0.9585637822778548,0.5849815752854134,33.51697535676861,0.004559685510094447,0.007,True
14,PMd,3.402178649237473,3.3924314187467193,1.5188991179337432,1.736109565315527,99.47175086487162,0.0511986553941175,0.0,True
15,PMd,1.9886710239651415,2.062990318445557,0.5316882216451948,-2.5173624189964574,215.76575788665943,0.01477189336808249,0.0,True
16,PMd,0.6901960784313725,0.5889252797888934,0.8181942044697363,-0.41996169969095,335.93796705056803,0.09237766757518628,0.0,True
17,PMd,5.371677559912854,5.180479635998822,1.2566505332370028,0.10976028598423943,6.288801145045842,0.02898842295229298,0.0,True
18,PMd,0.6169934640522876,0.5965828270798773,0.32428604145731127,-0.9391649441519724,306.1898124334523,0.012113689249375281,0.0,True
19,PMd,0.7215686274509804,0.7106044343069359,0.21741717452152426,1.4419317007780668,82.6166008007039,0.005061114001768674,0.002,True
20,PMd,0.17777777777777778,0.159986157619336,0.12514058712297035,0.5837075155353176,33.44397711024063,0.0076088136179325305,0.0,True
21,PMd,1.6034858387799564,1.7191696610371663,1.563734606696089,2.2832252749894604,130.81917193449289,0.15182816853224224,0.0,True
22,PMd,4.569934640522876,5.085532226250669,4.3140401634566965,2.6756264679373203,153.30210416630393,0.2971368769610092,0.0,True
23,PMd,2.513289760348584,2.367107414443373,1.5081039919300399,-0.6767100522996068,321.2273700491553,0.10971866617246162,0.0,True
24,PMd,1.6435729847494553,1.9500649647432915,2.045960687124166,-2.7334765428487917,203.3833306967531,0.21809522518988245,0.0,True
25,PMd,0.7442265795206972,0.8516677309739902,0.722267471627294,-2.7015960780537607,205.20994677842378,0.059594326240811846,0.0,True
26,PMd,16.19346405228758,15.157122939314693,8.299199384318396,-0.4076093755397281,336.6457030916106,0.3177617365661327,0.0,True
27,PMd,2.284967320261438,2.0394798514872714,1.8914516494409108,0.7640522327838707,43.7769682660629,0.08936259973483407,0.0,True
28,PMd,1.5198257080610023,1.2770175495588212,1.9659422503907742,-0.422923278327878,335.76828109397593,0.1416493482642579,0.0,True
29,PMd,0.20043572984749455,0.2125970431711697,0.09724269770892933,-2.321524282401427,226.9864565812612,0.005722155871295764,0.002,True
30,PMd,0.7459694989106754,0.5899941304077324,1.1191086332064972,0.6307277945301307,36.138040648171064,0.0715028890429329,0.0,True
31,PMd,0.6169934640522876,0.5072112886378785,0.8134602432349667,0.6963301946310488,39.89678129988228,0.05817651312569394,0.0,True
32,PMd,0.45664488017429194,0.40505178470678477,0.356354654553915,0.5341908874413647,30.606883304738208,0.030123060658645007,0.0,True
33,PMd,3.877995642701525,4.013915769687824,0.9569593867338663,2.970012034268449,170.16915466664616,0.02880129013398136,0.0,True
34,PMd,20.861002178649237,19.835382371848205,6.822236217321956,0.02473447942026546,1.417181279234402,0.19782669623188842,0.0,True
35,PMd,2.201307189542484,2.0628979300910917,0.9622474423404389,-0.1382352903153758,352.0797012851633,0.035140858017071785,0.0,True
36,PMd,3.2923747276688453,3.1761657581125435,0.7682904013780636,0.35296586252779233,20.223454235037316,0.019597528026140676,0.0,True
37,PMd,2.785185185185185,2.5801129152983586,1.9102991050145341,0.9996010834428439,57.27292327797939,0.11593855361259131,0.0,True
38,PMd,1.2705882352941176,1.1727118653650896,1.3269478310087979,-0.8600011168698249,310.72556562682195,0.11675875182295803,0.0,True
39,PMd,4.294553376906318,4.339923636619237,1.0541638885736013,-1.648882006194947,265.52602012996545,0.02649076852691168,0.0,True
40,PMd,2.1751633986928103,2.3401951757357886,2.0939347569666347,-1.9051368373016895,250.84369982771142,0.17247928034648907,0.0,True
41,PMd,7.332461873638344,7.0922227560705275,1.927996460955447,-0.41062860239725923,336.4727141352815,0.04440537489292695,0.0,True
42,PMd,1.183442265795207,1.244033252304536,0.8021833752016913,2.2948743336297865,131.48661382988396,0.04248833581397338,0.0,True
43,PMd,2.3616557734204795,2.5776341099687854,1.686876452750317,2.7708056314150906,158.7554685311659,0.12667734761854776,0.0,True
44,PMd,3.372549019607843,3.5406500052099488,3.0398481309252343,2.148218362319851,123.08384563343297,0.1475474000519913,0.0,True
45,PMd,0.14640522875816994,0.13219045858912679,0.0994150984643034,0.5690019990570908,32.60141308047815,0.00794340905979607,0.0,True
46,PMd,3.41437908496732,3.273140856668564,1.6428826959106984,1.1808725976511734,67.65901598806241,0.07419860792926858,0.0,True
47,PMd,2.603921568627451,2.4962279908193157,0.848057805369275,0.7977966608525483,45.71038157648092,0.023928160081906125,0.0,True
48,PMd,0.48453159041394334,0.46274450809048195,0.2707260476693679,-0.8091109891667613,313.6413551630893,0.017624418867372427,0.0,True
49,PMd,3.266230936819172,3.327164484465473,2.0436012766105462,1.9743967834507496,113.1246027759331,0.1077622649253035,0.0,True
50,PMd,0.48453159041394334,0.48804739484944654,0.2175006839330858,-1.4694282759564,275.80796149051343,0.011272956738934137,0.0,True
51,PMd,0.5071895424836601,0.49686757039278906,0.11413768260809093,-0.7305064904906863,318.1450611879701,0.003276198569487243,0.027,False
52,PMd,1.35599128540305,1.3553963477206687,0.12360798364644653,-1.332004478858627,283.681765068878,0.0013101231555382453,0.204,False
53,PMd,3.918082788671024,3.7281520919943,2.5079207561081303,1.2598205436653718,72.18240009590264,0.11958484776418621,0.0,True
54,PMd,4.378213507625272,4.075446398644268,2.036866940265205,0.44314736402641547,25.39047366106113,0.10495643576505509,0.0,True
55,PMd,3.860566448801743,4.046220311795926,1.2206782495626138,-3.03565983270193,186.06950354878984,0.04241063796373257,0.0,True
56,PMd,1.0718954248366013,1.072422636793351,0.16189786520830207,-1.3847963813994328,280.65701186082384,0.0025095691733917347,0.041,False
57,PMd,2.9368191721132897,3.1825999405775183,1.7000889128532295,3.017739366746064,172.90372938503114,0.07654672282403485,0.0,True
58,PMd,2.20479302832244,2.6089798867707388,2.7526183388157244,3.0668991726860106,175.72037878707226,0.2418343972518422,0.0,True
59,PMd,2.8845315904139435,3.1181554859611524,1.6949339490938107,-2.4870080569576527,217.50493472129506,0.09147679429978361,0.0,True
60,PMd,4.820915032679738,4.824990222096294,1.3364273335560888,-1.3834411886635025,280.73465868501944,0.040324847707226774,0.0,True
61,PMd,7.745533769063181,7.698308728338713,1.8475716725551565,1.6101114404084003,92.25259008113109,0.04497723667808762,0.0,True
62,PMd,1.5145969498910676,1.5188792857258846,0.1004904894269122,-1.6459876728946925,265.69185321257424,0.0006653206269078282,0.443,False
63,PMd,2.7137254901960786,2.446015481819284,2.882397312950774,1.1251431001561114,64.46595098721046,0.20063304787371805,0.0,True
64,PMd,1.1137254901960785,1.0962296018453264,0.12571095703792393,0.6338867194587987,36.3190337143824,0.0015034878919479855,0.17,False
65,PMd,2.227450980392157,2.0826794185762427,2.4480446421515407,1.3809021100584542,79.11986282705934,0.18896879652062049,0.0,True
66,PMd,3.505010893246187,3.085713484288078,3.7667891319296127,0.9624997211514139,55.14717180449463,0.25700838049866925,0.0,True
67,PMd,17.5041394335512,17.009457549275677,4.632239556516065,-0.5901254817266554,326.1883005139381,0.0997516373091597,0.0,True
68,PMd,2.6387799564270153,2.246226702804061,2.610221641901877,0.026760764349591168,1.5332788537757294,0.19501820656748026,0.0,True
69,PMd,3.944226579520697,3.866586167987438,0.5958395793553112,0.7576272080294941,43.40884146437005,0.007848993729003717,0.0,True
70,PMd,16.003485838779955,16.033613834096652,5.237896188716365,-1.4011272516594149,279.72132191915114,0.09434062519212894,0.0,True
71,PMd,0.7163398692810458,0.8625227579981948,0.9602036650262651,-2.8431855921346747,197.09746519827928,0.0846301768503448,0.0,True
72,PMd,5.8352941176470585,6.230127910953585,3.1627537556978034,-2.318994333621935,227.13141196871035,0.08707751880189185,0.0,True
73,PMd,6.713725490196079,6.422749894230069,1.9824344310905733,-0.07610804899986608,355.6393300053328,0.059210209277227754,0.0,True
74,PMd,0.45664488017429194,0.460432623165327,0.03217391299292248,2.6570734556531086,152.23909486516422,0.0002648397633812083,0.746,False
75,PMd,7.820479302832244,7.208101741108013,4.0061504426019106,0.22185425567890255,12.711312517417392,0.16133160640815492,0.0,True
76,PMd,10.738126361655773,10.48565272324882,4.132054082210987,1.3669318331496894,78.31942492155804,0.11319460516976987,0.0,True
77,PMd,4.188235294117647,4.329661104265156,1.064363107816516,2.8316049756325645,162.23901435199025,0.031902646595830864,0.0,True
78,PMd,0.5542483660130719,0.5805713008467519,0.21312495088174288,2.7186930292815843,155.76963636947153,0.011064441317287455,0.0,True
79,PMd,1.1712418300653595,1.034614639271238,0.9283657324101895,0.48137858223896174,27.580961110283717,0.07540273494792205,0.0,True
80,PMd,0.16034858387799564,0.16558703571098501,0.03449494000121442,-2.8190446623344902,198.48063858935143,0.0008421855627078756,0.417,False
81,PMd,0.5716775599128541,0.5700911056127788,0.012531891076711495,0.8024227997099721,45.975439808452776,3.0353514935854697e-05,0.969,False
82,PMd,3.569498910675381,3.579555796564485,0.5116289317594471,-1.492429536690631,274.490086326962,0.007682952054813064,0.0,True
83,PMd,0.26666666666666666,0.2597703061802669,0.13034837051027132,-1.0101039207264906,302.125308472755,0.005254008144498612,0.002,True
84,PMd,2.070588235294118,2.046153998096459,0.905764373142512,-1.1861049187110795,292.04119409814757,0.043324838979166724,0.0,True
85,PMd,1.0074074074074073,1.038507049583045,1.1545536418044995,1.9552228119499468,112.02601513243297,0.12460908200917986,0.0,True
86,PMd,3.3986928104575163,3.416808700798046,1.00497838986483,-1.4816823215984762,275.1058563932618,0.030935867154612162,0.0,True
87,PMd,0.23529411764705882,0.25243416448239275,0.11555910919647577,-2.689627188539054,205.89571363307488,0.0066376259906684165,0.0,True
88,PMd,1.9729847494553376,1.988681526836656,1.6697738320668103,-1.4250237537414296,278.3521532047261,0.13029943058868243,0.0,True
89,PMd,2.255337690631808,2.044608481544318,1.5209256932747874,0.6436201934032547,36.87672069140029,0.07762103801103903,0.0,True
90,PMd,4.034858387799564,3.5021010024469645,4.155139666119192,-0.368604542312557,338.88051541613913,0.27413921585479084,0.0,True
91,PMd,0.75119825708061,0.6397223088868852,0.972530362502479,-0.5157478675153288,330.44982389849935,0.1277391624282025,0.0,True
92,M1,0.3328976034858388,0.3237833549881372,0.09027615663797568,-0.642136593290152,323.20828333356565,0.0031104210315442415,0.035,False
93,M1,2.33202614379085,2.3039031894695117,0.204262851048253,0.6569435153515746,37.64009080813303,0.001775389379009229,0.117,False
94,M1,1.166013071895425,1.0573963671283602,0.7466095828920891,-0.10501704906274803,353.98296631178624,0.05807277306227354,0.0,True
95,M1,3.510239651416122,3.4088286898305,0.8232225092266326,0.8410664973944528,48.189560590553,0.021410320228858026,0.0,True
96,M1,1.7952069716775598,1.6901930096002415,0.7141024619898515,0.4840797016463574,27.735723852288366,0.032000763756682815,0.0,True
97,M1,9.78474945533769,9.8674696295886,0.9556168512193413,2.3800188356041487,136.36503444175824,0.009737852152466253,0.0,True
98,M1,6.143790849673203,6.0996662107687545,1.1966360626642867,-1.1198891381748572,295.8350788600376,0.018595198757434983,0.0,True
99,M1,1.0893246187363834,1.0910431810568946,0.5459480915091932,-1.384085853145062,280.6977221310241,0.027410993686409424,0.0,True
100,M1,16.637908496732027,16.728173455058613,2.981637062404648,-1.5628390494727376,270.4559184069749,0.050830101437183584,0.0,True
101,M1,16.543790849673204,16.009829156428275,5.528119407007334,1.0941976956567452,62.69290991407163,0.19068870857046472,0.0,True
102,M1,3.8100217864923747,4.064065403539682,2.132230141755721,-2.2571317737343346,230.67587556014516,0.11239547009866768,0.0,True
103,M1,4.5019607843137255,4.38063319174209,1.9015670849758892,1.3475618688273434,77.20960771656863,0.06765303878959528,0.0,True
104,M1,16.366013071895424,15.64027785970752,6.763948728191347,1.0001178789006355,57.30253347658238,0.20987045745958421,0.0,True
105,M1,4.242265795206972,4.041214240224884,2.6654637840910804,1.2621080661701405,72.31346548096708,0.14924642178649083,0.0,True
106,M1,1.3159041394335511,1.2909122906936799,1.3360148672382273,1.6554290472913364,94.84909769315634,0.08353766499716941,0.0,True
107,M1,0.26318082788671027,0.24536874084316154,0.13194622046330007,0.6958004263210117,39.86642781159737,0.007595954966912677,0.0,True
108,M1,11.212200435729848,11.589979225244301,2.481678811703759,-2.842153498699955,197.15659979615188,0.055001713451587886,0.0,True
109,M1,1.1241830065359477,0.949011727186965,1.1611517318937303,0.3698675805146845,21.191851342206586,0.11389698557447792,0.0,True
110,M1,4.022657952069717,4.442317624785497,4.552400870096104,-2.0107523669340286,244.7923757287395,0.22289990320492703,0.0,True
111,M1,0.22309368191721132,0.23135081748379804,0.14009710937237035,-1.7592795387421876,259.20070744635046,0.009280813148061284,0.0,True
112,M1,2.0130718954248366,2.0521161456309116,0.4019537923915943,-2.0520118383281605,242.428382152915,0.007057842034292938,0.0,True
113,M1,7.234858387799564,7.403826367668935,1.1766584094298835,2.998757221822679,171.8161325948155,0.017072223811470333,0.0,True
114,M1,2.3302832244008713,2.1462881558525395,1.628747834589694,-0.5319846755209439,329.51952332701336,0.09759372716776793,0.0,True
115,M1,0.26666666666666666,0.240066936027777,0.40898692101748735,1.3386603572063362,76.69958866939827,0.057316692021893934,0.0,True
116,M1,0.4095860566448802,0.3739495542604401,0.40057563645242283,-0.7423905979159849,317.4641519892204,0.04102450473138175,0.0,True
117,M1,1.7917211328976035,1.7695998478191652,0.26063387460926796,-0.7749022923945703,315.60136911077865,0.0044416419939546925,0.005,True
118,M1,0.4514161220043573,0.4567354505254155,0.0901506196597103,2.174354931043881,124.58136071227351,0.002095546297365636,0.095,False
119,M1,13.807407407407407,14.596283455410193,5.512092590893573,-2.575063302791585,212.4597407710238,0.18784431238970223,0.0,True
