unit_id,mean_rate_Hz,pref_dir_deg,mod_depth_Hz,cosine_R2
1162,10.798479087452472,-7.52359695538408,8.28293435789343,0.652074749057533
2381,5.5361216730038025,-158.223109568609,3.976045319071353,0.49754075806808806
1171,5.110266159695818,55.372018505832486,6.336593382275847,0.46351517252388175
1701,6.633713561470215,-103.55880426131877,7.081748398114629,0.44742065548271814
1182,1.8833967046894804,-34.08989130374649,2.6150696977843753,0.4386229136483295
2371,11.76425855513308,-139.29935492049577,6.315865378272974,0.4309998409459527
1021,2.329531051964512,49.218391366260164,3.312244419015847,0.4173114667476846
1901,5.072243346007604,-17.450690041652845,3.745894446203653,0.41712996037482775
2961,26.5297845373891,112.45572233887263,11.757126316734078,0.4134469355534899
1721,8.537389100126743,-24.541549831942316,4.617152349894769,0.3834484058706027
2412,1.596958174904943,-127.67430286378668,2.293827652712074,0.36180465197416645
1022,1.688212927756654,29.195064518032027,1.9261475134380948,0.3515880674305698
1582,3.9188846641318125,68.42772082898153,4.378584896450099,0.35108634896737156
1292,1.8580481622306717,-136.51261660470098,1.8908917069132876,0.34184062897187883
2452,4.567807351077313,-15.114715923048822,3.353131059850703,0.3366823665711902
2631,2.334600760456274,-96.55957125544673,3.017599807010648,0.33390551689986314
2453,5.94169835234474,-113.46126695159681,4.002970645116082,0.32915515806320494
2413,7.031685678073511,169.53961997892196,3.412221817890246,0.3276956630601774
1151,1.1584283903675539,-137.67008792907183,1.7585447632197386,0.324311760127873
2251,13.26742712294043,50.54475385002626,6.9231998110879776,0.3134085456758484
1801,4.7908745247148286,100.34746566711404,3.7794666831065413,0.3113060683725739
1601,14.717363751584283,30.79878350763606,5.803467363062174,0.30111824622893013
1663,12.864385297845374,-26.75522981515266,4.904211342917406,0.30050895133966593
1123,3.2547528517110265,155.2492354098461,2.5857927772607763,0.2887606706394581
2331,1.8808618504435994,-172.87249371783724,2.2457785879805434,0.2797196557267231
1441,5.918884664131812,98.5478822793897,3.8156449694073253,0.2766120732261623
2232,3.0925221799746514,-166.70044316897545,2.094942690978145,0.2601668101638601
2792,4.653992395437262,69.50603082653271,3.2557161327542166,0.2593047348896612
2231,16.458808618504435,53.112073894247885,5.214266862191326,0.25860693815321223
1741,10.169835234474018,61.36613521298303,4.286035719373992,0.2583808740095842
1261,3.077313054499366,-134.03783077641188,2.2188168757148166,0.25584077201828215
2842,2.7097591888466415,17.85831623968843,1.9824290107689597,0.25332908070868076
1881,3.7541191381495564,83.0400669936969,2.780349369604369,0.2523354649838251
1501,0.8973384030418251,-160.20887659865687,1.0913850621836163,0.24912673940365082
1891,3.0316856780735106,53.20799127470319,2.0601382997807622,0.24596309831092034
1481,2.458808618504436,170.01899869952348,1.7561323069188393,0.24402230187646268
2301,1.1280101394169835,-134.67012900146983,1.7628420767546766,0.23792329730028872
1401,2.0,129.225161419233,1.7520102251534178,0.23549230864160098
1502,1.908745247148289,-118.36006299645076,1.6369727098905185,0.23169454854474392
2611,20.638783269961976,-82.57214592344879,6.710680573858419,0.22855758250550184
1112,0.9125475285171103,-134.24246141109762,1.10588709937511,0.22215462976998768
1072,7.168567807351077,77.04798151146639,3.907303293318755,0.21488243506205928
2791,1.4930291508238276,35.792698308260874,1.2148044131307922,0.21453740046925562
1051,3.0595690747782003,-19.759281815993386,1.6544691313608475,0.20858828076185865
1362,4.245880861850444,4.8322998128926695,1.8995866876978618,0.2085635175376318
1252,5.14828897338403,-90.25190661143513,2.9742693289292887,0.20452078018542696
2742,5.918884664131812,-2.9351132371929056,2.2821743719689414,0.20379916778107665
1581,1.9416983523447402,101.35073678122326,1.8477125363233584,0.20254926287183161
1191,2.2281368821292777,17.0597604947036,2.525369521016405,0.19935765257998073
2591,7.138149556400507,168.93215122142206,3.028545084231212,0.19246185001797766
1122,0.9125475285171103,168.26596304854894,0.8170896400216895,0.19035652473348497
1141,2.238276299112801,-45.28315098074597,1.4835851949200634,0.18808696410710246
2391,3.3333333333333335,-52.89670247758108,2.3386158412640894,0.18628248447951656
1091,3.738910012674271,154.08621088703902,1.804844113445039,0.18291615487062396
1032,1.209125475285171,-57.7018835469241,1.1694891213975138,0.1821580865709992
1561,2.1191381495564006,78.38963526788099,2.078839743643568,0.17821353298954368
1442,3.173637515842839,-6.529480945028193,1.4503689596221934,0.1752533519372833
2252,3.7693282636248417,62.37054059542735,2.006235340532165,0.1746787233040621
2571,8.217997465145753,-24.942947796545475,2.4877675878302368,0.17266220256704068
1232,3.2572877059569074,1.7791898353425373,1.6820771471948246,0.16992648850317238
2881,9.599493029150825,42.496153238930894,3.3102427815248223,0.16824283411248142
1192,1.4904942965779469,26.632707914107865,1.7056721061416757,0.16765181702850251
2423,14.337135614702154,57.783691314019606,4.576394133999898,0.16288044908621035
1231,20.03802281368821,-33.40578602956479,3.8298265239801568,0.1558967839212272
2911,3.4778200253485423,-38.20248670336703,1.5058217865865366,0.1539608517265667
1111,1.02915082382763,138.06480984835957,1.091355003301786,0.15339334687357475
1751,5.0595690747782,125.19693854683923,2.1820381591171567,0.1488720937588307
2271,0.9100126742712294,102.95669160491913,1.2757939138597472,0.14819469070235736
2741,0.532319391634981,-121.47613943299417,0.9362553834323385,0.1479258057981957
2641,0.8288973384030418,39.0030767127268,0.8426945258141677,0.14374954805147733
2191,1.670468948035488,-56.1353914602419,1.248700692996972,0.1432509143482542
1691,0.4131812420785805,-128.63489076578043,0.5812237052532191,0.14199528868806188
1092,2.4106463878326996,-128.29885107311964,1.3098516837972032,0.1408228142503719
2351,0.6032953105196451,-8.754329151707607,0.581513125170006,0.1392253622667632
2281,0.8390367553865653,8.013881021834537,0.6163908799559142,0.13819399745587158
2341,0.3700887198986058,-108.98698629323161,0.6701069979878862,0.13667310328964222
1251,1.3257287705956908,-37.09797296345731,0.928157430255915,0.12872034383608089
1702,7.224334600760456,-30.79046028554703,2.1000729624640564,0.12173946941668246
1781,0.9277566539923955,6.8803357038739845,0.7123859107751593,0.12036923690222068
2612,17.59442332065906,4.576355618787854,2.8652629917057406,0.11780260095891026
2601,3.20659062103929,153.86444262097538,1.2460591270682966,0.1126481839156297
1241,2.3396704689480354,70.86014071108264,1.4390338982014086,0.11078590540293265
2882,8.892268694550063,-23.448440170736138,2.3807763529885215,0.11072013745784204
2361,1.888466413181242,135.77972732831347,1.0062850169384596,0.10189074480484539
1461,3.944233206590621,155.21204403440075,1.2695953817434131,0.09737376548722454
2621,5.424588086185044,-125.84921236775423,1.7810773983941843,0.0967147986171134
1661,0.385297845373891,-47.63875865099474,0.4339767434896684,0.09610935315120261
2311,1.4068441064638784,-17.766807973468076,0.7378302112173281,0.09465213505400416
2161,9.102661596958175,103.5744855667613,2.852250175370961,0.09183724068527654
2651,0.5855513307984791,102.22796870239573,0.6809710513231068,0.09005347567765953
1101,1.888466413181242,-44.5198842827954,0.8383290263448301,0.08726617850916119
1193,0.5069708491761724,22.936444959517694,0.42850724855017075,0.08300787048907754
1511,5.695817490494297,-83.29016070945924,1.9670538875571217,0.08134869148089618
1041,1.485424588086185,-94.67568159967797,0.9280349800269808,0.08112623401613905
2731,3.140684410646388,78.33459307676927,1.9980495946024315,0.08105848672504878
1271,3.3485424588086183,-121.65104994398872,1.235302569686542,0.07821864943662105
2561,4.544993662864385,107.50197724429351,1.7629577435648436,0.07640319902198556
1381,1.3155893536121672,70.0975006359812,0.7826667663616701,0.07592800643049269
