unit,gridness,path,include
t2c1,0.2713694257783655,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,-0.2455638651675952,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,-0.6317741693343368,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,-0.3128386755992244,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,0.12327609321623464,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,0.08123391269570156,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,-0.025823305842159694,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,-0.19516188418711106,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,0.47804332367252,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,-0.12096560786002926,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,0.18423743935899187,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,0.24193940973463618,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,0.5499425453006068,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,-0.7276386072937325,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,-0.29649171257970464,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,-0.023604345501445856,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,0.37737259099071085,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,-0.11175904418341462,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,0.20318766614224598,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,-0.0982147348623153,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,-0.4470124961014241,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c5,0.33413508699085687,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
t2c1,0.08277534873157247,sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,True
